Round,Date,Time,League,"Home Team",H,A,"Away Team",Status,Venue
13,27/06/2026,12:00,W18B,"NCAR W18B",-,-,"COMO W18B",PUBLISHED,"North Caringbah Oval"
13,27/06/2026,15:00,W18B,"GYME W18B",-,-,"BANG W18B",PUBLISHED,"Gymea Bay 1"
13,27/06/2026,12:10,W18B,"EEAG W18B",-,-,"LOFT W18B",PUBLISHED,"Anzac 3"
14,04/07/2026,13:00,W18B,"LOFT W18B",-,-,"NCAR W18B",PUBLISHED,"Loftus Oval 1"
14,04/07/2026,14:20,W18B,"COMO W18B",-,-,"GYME W18B",PUBLISHED,"Jannali 2"
14,04/07/2026,15:00,W18B,"EEAG W18B",-,-,"BANG W18B",PUBLISHED,"Anzac 2"
1,28/03/2026,14:10,W18C,"GYME W18C",3,0,"BBAY W18C",PLAYED,"Kareela 2"
1,28/03/2026,13:00,W18C,"TITANS W18C",0,0,"BOSC W18C-2",PLAYED,"Coachwood Oval - Half 1"
1,28/03/2026,12:40,W18C,"BOSC W18C-1",4,0,"GEOR W18C",PLAYED,"Woronora Heights 1"
1,28/03/2026,12:30,W18C,"NSUT W18C",0,3,"NCAR W18C","<span class='text-red-600'>FORFEITED</span>","Sutherland Oval 2"
1,28/03/2026,13:50,W18C,"CSEA W18C",0,8,"SYLV W18C",PLAYED,"Box Road 1"
2,11/04/2026,13:10,W18C,"BBAY W18C",0,2,"CSEA W18C",PLAYED,"Lakewood 1"
2,11/04/2026,12:00,W18C,"NCAR W18C",3,1,"GYME W18C",PLAYED,"North Caringbah Oval"
2,11/04/2026,13:40,W18C,"GEOR W18C",1,2,"NSUT W18C",PLAYED,"Oyster Bay 1"
2,11/04/2026,15:00,W18C,"BOSC W18C-2",0,0,"BOSC W18C-1",PLAYED,"Woronora Heights 2"
2,11/04/2026,13:00,W18C,"TITANS W18C",0,0,"SYLV W18C",PLAYED,"Coachwood Oval - Half 1"
3,18/04/2026,14:30,W18C,"GYME W18C",12,1,"GEOR W18C",PLAYED,"Gymea Bay 2"
3,18/04/2026,12:50,W18C,"BBAY W18C",4,1,"NCAR W18C",PLAYED,"Ridge 10"
3,18/04/2026,14:20,W18C,"BOSC W18C-1",2,4,"SYLV W18C",PLAYED,"Woronora Heights 1"
3,18/04/2026,12:30,W18C,"NSUT W18C",1,0,"BOSC W18C-2",PLAYED,"Sutherland Oval 2"
3,18/04/2026,13:00,W18C,"TITANS W18C",0,0,"CSEA W18C",PLAYED,"Coachwood Oval - Half 1"
4,27/04/2026,12:00,W18C,"NCAR W18C",1,0,"CSEA W18C",PLAYED,"North Caringbah Oval"
4,27/04/2026,13:10,W18C,"GEOR W18C",1,0,"BBAY W18C",PLAYED,"Harrie Dening 1"
4,27/04/2026,15:00,W18C,"BOSC W18C-2",0,7,"GYME W18C",PLAYED,"Woronora Heights 2"
4,24/04/2026,19:00,W18C,"SYLV W18C",2,3,"NSUT W18C",PLAYED,"Box Road 1"
5,02/05/2026,14:30,W18C,"GYME W18C",3,0,"SYLV W18C",PLAYED,"Gymea Bay 2"
5,02/05/2026,14:40,W18C,"BBAY W18C",1,2,"BOSC W18C-2",PLAYED,"Lakewood 1"
5,02/05/2026,11:00,W18C,"NCAR W18C",4,1,"GEOR W18C",PLAYED,"North Caringbah Oval"
5,02/05/2026,13:00,W18C,"TITANS W18C",0,0,"NSUT W18C",PLAYED,"Coachwood Oval - Half 1"
5,02/05/2026,14:20,W18C,"CSEA W18C",2,0,"BOSC W18C-1",PLAYED,"Tonkin Oval"
6,09/05/2026,15:10,W18C,"GEOR W18C",1,2,"CSEA W18C",PLAYED,"Harrie Dening 1"
6,09/05/2026,11:30,W18C,"BOSC W18C-2",0,2,"NCAR W18C",PLAYED,"Woronora Heights 1"
6,09/05/2026,12:00,W18C,"SYLV W18C",2,3,"BBAY W18C",PLAYED,"Box Road 1"
6,09/05/2026,13:00,W18C,"TITANS W18C",0,0,"GYME W18C",PLAYED,"Coachwood Oval - Half 1"
6,09/05/2026,13:10,W18C,"BOSC W18C-1",0,2,"NSUT W18C",PLAYED,"Woronora Heights 1"
7,16/05/2026,14:30,W18C,"GYME W18C",0,0,"BOSC W18C-1",PLAYED,"Gymea Bay 2"
7,16/05/2026,13:00,W18C,"TITANS W18C",0,0,"BBAY W18C",PLAYED,"Coachwood Oval - Half 1"
7,16/05/2026,12:00,W18C,"NCAR W18C",2,0,"SYLV W18C",PLAYED,"North Caringbah Oval"
7,16/05/2026,15:00,W18C,"GEOR W18C",1,2,"BOSC W18C-2",PLAYED,"Oyster Bay 1"
7,16/05/2026,14:10,W18C,"CSEA W18C",0,2,"NSUT W18C",PLAYED,"Woolooware 1"
8,23/05/2026,12:40,W18C,"BOSC W18C-2",0,1,"CSEA W18C",PLAYED,"Boystown Oval 1"
8,23/05/2026,13:40,W18C,"SYLV W18C",6,0,"GEOR W18C",PLAYED,"Box Road 3"
8,23/05/2026,14:20,W18C,"BOSC W18C-1",3,2,"BBAY W18C",PLAYED,"Boystown Oval 1"
8,23/05/2026,12:40,W18C,"NSUT W18C",1,5,"GYME W18C",PLAYED,"Sutherland Oval 2"
9,08/06/2026,13:40,W18C,"GYME W18C",0,0,"CSEA W18C",PLAYED,"Kareela 2"
9,08/06/2026,13:20,W18C,"BBAY W18C",2,1,"NSUT W18C",PLAYED,"Lakewood 1"
9,08/06/2026,10:50,W18C,"NCAR W18C",1,1,"BOSC W18C-1",PLAYED,"North Caringbah Oval"
9,08/06/2026,13:10,W18C,"BOSC W18C-2",0,2,"SYLV W18C",PLAYED,"Woronora Heights 1"
10,06/06/2026,12:20,W18C,"BBAY W18C",1,5,"GYME W18C",PLAYED,"Lakewood 1"
10,06/06/2026,13:00,W18C,"TITANS W18C",0,0,"BOSC W18C-2",PLAYED,"Coachwood Oval - Half 1"
10,06/06/2026,12:20,W18C,"GEOR W18C",1,2,"BOSC W18C-1",PLAYED,"Kareela 4"
10,06/06/2026,11:50,W18C,"NCAR W18C",2,2,"NSUT W18C",PLAYED,"North Caringbah Oval"
10,06/06/2026,11:20,W18C,"SYLV W18C",2,1,"CSEA W18C",PLAYED,"Box Road 1"
11,13/06/2026,12:30,W18C,"CSEA W18C",1,2,"BBAY W18C",PLAYED,"Tonkin Oval"
11,13/06/2026,13:10,W18C,"GYME W18C",4,0,"NCAR W18C",PLAYED,"Gymea Bay 1"
11,13/06/2026,12:40,W18C,"NSUT W18C",4,0,"GEOR W18C",PLAYED,"Sutherland Oval 2"
11,13/06/2026,14:50,W18C,"BOSC W18C-1",0,0,"BOSC W18C-2",PLAYED,"Woronora Heights 1"
11,13/06/2026,13:00,W18C,"TITANS W18C",0,0,"SYLV W18C",PLAYED,"Coachwood Oval - Half 1"
12,20/06/2026,15:00,W18C,"GEOR W18C",-,-,"GYME W18C",PUBLISHED,"Oyster Bay 2"
12,20/06/2026,11:50,W18C,"NCAR W18C",-,-,"BBAY W18C",PUBLISHED,"North Caringbah Oval"
12,20/06/2026,10:50,W18C,"SYLV W18C",-,-,"BOSC W18C-1",PUBLISHED,"Box Road 1"
12,20/06/2026,13:20,W18C,"BOSC W18C-2",-,-,"NSUT W18C",PUBLISHED,"Woronora Heights 1"
12,20/06/2026,13:00,W18C,"TITANS W18C",-,-,"CSEA W18C",PUBLISHED,"Coachwood Oval - Half 1"
13,27/06/2026,11:10,W18C,"CSEA W18C",-,-,"NCAR W18C",PUBLISHED,"Tonkin Oval"
13,27/06/2026,11:30,W18C,"BBAY W18C",-,-,"GEOR W18C",PUBLISHED,"Ridge 10"
13,27/06/2026,14:30,W18C,"GYME W18C",-,-,"BOSC W18C-2",PUBLISHED,"Gymea Bay 2"
13,27/06/2026,11:10,W18C,"NSUT W18C",-,-,"SYLV W18C",PUBLISHED,"Sutherland Oval 2"
13,27/06/2026,13:00,W18C,"TITANS W18C",-,-,"BOSC W18C-1",PUBLISHED,"Coachwood Oval - Half 1"
14,04/07/2026,13:40,W18C,"SYLV W18C",-,-,"GYME W18C",PUBLISHED,"Box Road 3"
14,04/07/2026,11:10,W18C,"BOSC W18C-2",-,-,"BBAY W18C",PUBLISHED,"Woronora Heights 1"
14,04/07/2026,15:00,W18C,"GEOR W18C",-,-,"NCAR W18C",PUBLISHED,"Oyster Bay 1"
14,04/07/2026,13:00,W18C,"TITANS W18C",-,-,"NSUT W18C",PUBLISHED,"Coachwood Oval - Half 1"
14,04/07/2026,14:50,W18C,"BOSC W18C-1",-,-,"CSEA W18C",PUBLISHED,"Woronora Heights 2"
1,29/03/2026,11:40,AW02,"BOSC AW02",0,2,"MART AW02-2",PLAYED,"Woronora Heights 2"
1,29/03/2026,13:20,AW02,"MART AW02-1",2,2,"BBAY AW02",PLAYED,"Kingswood Road 1"
1,29/03/2026,15:00,AW02,"CSEA AW02",5,2,"GEOR AW03-1",PLAYED,"Box Road 3"
1,29/03/2026,10:00,AW02,"GYME AW02-1",0,4,"GYME AW02-2",PLAYED,"Gymea Bay 1"
1,29/03/2026,11:40,AW02,"GYME AW02-3",1,10,"GYME AW02-4",PLAYED,"Gymea Bay 2"
2,12/04/2026,08:20,AW02,"MART AW02-2",8,0,"GYME AW02-3",PLAYED,"Kingswood Road 1"
2,12/04/2026,11:40,AW02,"GYME AW02-2",5,0,"BOSC AW02",PLAYED,"Gymea Bay 1"
2,12/04/2026,13:20,AW02,"GEOR AW03-1",0,7,"GYME AW02-1",PLAYED,"Oyster Bay 2"
2,12/04/2026,13:00,AW02,"BBAY AW02",3,2,"CSEA AW02",PLAYED,"Lakewood 1"
2,12/04/2026,11:40,AW02,"GYME AW02-4",6,0,"MART AW02-1",PLAYED,"Kareela 2"
3,19/04/2026,10:00,AW02,"BOSC AW02",5,0,"GEOR AW03-1",PLAYED,"Woronora Heights 1"
3,19/04/2026,11:40,AW02,"MART AW02-2",0,5,"GYME AW02-2",PLAYED,"Kingswood Road 1"
3,19/04/2026,15:00,AW02,"CSEA AW02",0,4,"GYME AW02-4",PLAYED,"Tonkin Oval"
3,19/04/2026,11:40,AW02,"GYME AW02-1",2,2,"BBAY AW02",PLAYED,"Gymea Bay 1"
3,19/04/2026,10:00,AW02,"GYME AW02-3",1,0,"MART AW02-1",PLAYED,"Gymea Bay 1"
4,26/04/2026,11:40,AW02,"GYME AW02-2",9,0,"GYME AW02-3",PLAYED,"Gymea Bay 1"
4,26/04/2026,13:20,AW02,"GEOR AW03-1",0,1,"MART AW02-2",PLAYED,"Oyster Bay 2"
4,26/04/2026,09:40,AW02,"BBAY AW02",4,3,"BOSC AW02",PLAYED,"Lakewood 1"
4,26/04/2026,13:20,AW02,"GYME AW02-4",3,0,"GYME AW02-1",PLAYED,"Gymea Bay 2"
4,26/04/2026,08:20,AW02,"MART AW02-1",3,0,"CSEA AW02","<span class='text-red-600'>FORFEITED</span>","Kingswood Road 1"
1,29/03/2026,08:20,W21AB,"GYME W21A",3,2,"EEAG W21A",PLAYED,"Gymea Bay 1"
1,29/03/2026,-,W21AB,BYE,-,0,"GYME W21B",PLAYED,-
1,29/03/2026,08:10,W21AB,"NCAR W21B-1",3,0,"MENA W21B","<span class='text-red-600'>FORFEITED</span>","North Caringbah Oval"
1,29/03/2026,08:20,W21AB,"KIRR W21B",0,2,"NCAR W21B-2",PLAYED,"Kareela 3"
1,29/03/2026,08:20,W21AB,"MART W21A",4,0,"GEOR W21B",PLAYED,"Kingswood Road 1"
2,12/04/2026,08:10,W21AB,"EEAG W21A",0,1,"MART W21A",PLAYED,"Anzac 3"
2,12/04/2026,09:50,W21AB,"NCAR W21B-2",0,9,"GYME W21A",PLAYED,"North Caringbah Oval"
2,12/04/2026,09:40,W21AB,"MENA W21B",2,1,"KIRR W21B",PLAYED,"Buckle 1"
2,12/04/2026,08:20,W21AB,"GYME W21B",2,3,"NCAR W21B-1",PLAYED,"Gymea Bay 2"
2,12/04/2026,-,W21AB,"GEOR W21B",0,-,BYE,PLAYED,-
3,19/04/2026,08:20,W21AB,"GYME W21A",3,2,"MENA W21B",PLAYED,"Gymea Bay 1"
3,19/04/2026,09:50,W21AB,"EEAG W21A",3,0,"NCAR W21B-2","<span class='text-red-600'>FORFEITED</span>","Anzac 3"
3,19/04/2026,08:10,W21AB,"NCAR W21B-1",3,1,"GEOR W21B",PLAYED,"North Caringbah Oval"
3,19/04/2026,08:20,W21AB,"KIRR W21B",0,4,"GYME W21B",PLAYED,"Kareela 3"
3,19/04/2026,-,W21AB,"MART W21A",0,-,BYE,PLAYED,-
4,26/04/2026,10:00,W21AB,"NCAR W21B-2",0,12,"MART W21A",PLAYED,"Box Road 3"
4,26/04/2026,09:40,W21AB,"MENA W21B",2,2,"EEAG W21A",PLAYED,"Buckle 1"
4,26/04/2026,08:20,W21AB,"GYME W21B",0,0,"GYME W21A",PLAYED,"Gymea Bay 1"
4,26/04/2026,10:00,W21AB,"GEOR W21B",3,1,"KIRR W21B",PLAYED,"Oyster Bay 1"
4,26/04/2026,-,W21AB,BYE,-,0,"NCAR W21B-1",PLAYED,-
5,03/05/2026,08:20,W21AB,"GYME W21A",6,3,"GEOR W21B",PLAYED,"Gymea Bay 1"
5,03/05/2026,08:10,W21AB,"EEAG W21A",1,0,"GYME W21B",PLAYED,"Anzac 3"
5,03/05/2026,08:20,W21AB,"NCAR W21B-2",1,5,"MENA W21B",PLAYED,"Box Road 3"
5,03/05/2026,-,W21AB,"KIRR W21B",0,-,BYE,PLAYED,-
5,03/05/2026,08:20,W21AB,"MART W21A",5,0,"NCAR W21B-1",PLAYED,"Kingswood Road 1"
6,10/05/2026,08:00,W21AB,"MENA W21B",2,1,"MART W21A",PLAYED,"Buckle 2"
6,10/05/2026,08:20,W21AB,"GYME W21B",3,0,"NCAR W21B-2",PLAYED,"Kareela 2"
6,10/05/2026,08:20,W21AB,"GEOR W21B",1,3,"EEAG W21A",PLAYED,"Oyster Bay 1"
6,10/05/2026,-,W21AB,BYE,-,0,"GYME W21A",PLAYED,-
6,10/05/2026,11:30,W21AB,"NCAR W21B-1",3,1,"KIRR W21B",PLAYED,"North Caringbah Oval"
7,17/05/2026,08:20,W21AB,"GYME W21A",6,0,"NCAR W21B-1",PLAYED,"Gymea Bay 1"
7,17/05/2026,-,W21AB,"EEAG W21A",0,-,BYE,PLAYED,-
7,17/05/2026,08:10,W21AB,"NCAR W21B-2",0,3,"GEOR W21B",PLAYED,"North Caringbah Oval"
7,17/05/2026,08:00,W21AB,"MENA W21B",3,0,"GYME W21B",PLAYED,"Buckle 1"
7,17/05/2026,08:20,W21AB,"MART W21A",3,0,"KIRR W21B","<span class='text-red-600'>FORFEITED</span>","Kingswood Road 1"
8,24/05/2026,10:00,W21AB,"GYME W21B",1,2,"MART W21A",PLAYED,"Gymea Bay 1"
8,24/05/2026,10:00,W21AB,"GEOR W21B",1,3,"MENA W21B",PLAYED,"Oyster Bay 2"
8,24/05/2026,-,W21AB,BYE,-,0,"NCAR W21B-2",PLAYED,-
8,24/05/2026,11:20,W21AB,"NCAR W21B-1",2,8,"EEAG W21A",PLAYED,"Solander 3"
8,24/05/2026,08:20,W21AB,"KIRR W21B",0,10,"GYME W21A",PLAYED,"Kareela 3"
9,21/06/2026,10:00,W21AB,"GYME W21A",-,-,"MART W21A",PUBLISHED,"Gymea Bay 1"
9,21/06/2026,08:10,W21AB,"EEAG W21A",-,-,"KIRR W21B",PUBLISHED,"Anzac 3"
9,21/06/2026,08:10,W21AB,"NCAR W21B-2",-,-,"NCAR W21B-1",PUBLISHED,"North Caringbah Oval"
9,21/06/2026,-,W21AB,"MENA W21B",-,-,BYE,PUBLISHED,-
9,21/06/2026,08:20,W21AB,"GYME W21B",-,-,"GEOR W21B",PUBLISHED,"Gymea Bay 1"
10,07/06/2026,08:10,W21AB,"EEAG W21A",4,0,"GYME W21A",PLAYED,"Anzac 3"
10,07/06/2026,-,W21AB,"GYME W21B",0,-,BYE,PLAYED,-
10,07/06/2026,08:00,W21AB,"MENA W21B",5,0,"NCAR W21B-1",PLAYED,"Buckle 2"
10,07/06/2026,11:40,W21AB,"NCAR W21B-2",2,3,"KIRR W21B",PLAYED,"Tonkin Oval"
10,07/06/2026,08:20,W21AB,"GEOR W21B",3,4,"MART W21A",PLAYED,"Oyster Bay 1"
11,14/06/2026,08:00,W21AB,"MART W21A",2,1,"EEAG W21A",PLAYED,"Kingswood Road 1"
11,14/06/2026,08:00,W21AB,"GYME W21A",3,0,"NCAR W21B-2","<span class='text-red-600'>FORFEITED</span>","Gymea Bay 1"
11,14/06/2026,08:00,W21AB,"KIRR W21B",0,2,"MENA W21B",PLAYED,"Kareela 3"
11,14/06/2026,08:00,W21AB,"NCAR W21B-1",1,2,"GYME W21B",PLAYED,"North Caringbah Oval"
11,14/06/2026,-,W21AB,BYE,-,0,"GEOR W21B",PLAYED,-
12,28/06/2026,08:00,W21AB,"MENA W21B",-,-,"GYME W21A",PUBLISHED,"Buckle 2"
12,28/06/2026,09:50,W21AB,"NCAR W21B-2",-,-,"EEAG W21A",PUBLISHED,"North Caringbah Oval"
12,28/06/2026,08:20,W21AB,"GEOR W21B",-,-,"NCAR W21B-1",PUBLISHED,"Kareela 4"
12,28/06/2026,08:20,W21AB,"GYME W21B",-,-,"KIRR W21B",PUBLISHED,"Gymea Bay 2"
12,28/06/2026,-,W21AB,BYE,-,-,"MART W21A",PUBLISHED,-
13,05/07/2026,08:20,W21AB,"MART W21A",-,-,"NCAR W21B-2",PUBLISHED,"Kingswood Road 1"
13,05/07/2026,09:50,W21AB,"EEAG W21A",-,-,"MENA W21B",PUBLISHED,"Anzac 3"
13,05/07/2026,08:20,W21AB,"GYME W21A",-,-,"GYME W21B",PUBLISHED,"Gymea Bay 1"
13,05/07/2026,11:40,W21AB,"KIRR W21B",-,-,"GEOR W21B",PUBLISHED,"Kareela 3"
13,05/07/2026,-,W21AB,"NCAR W21B-1",-,-,BYE,PUBLISHED,-
14,12/07/2026,08:20,W21AB,"GEOR W21B",-,-,"GYME W21A",PUBLISHED,"Oyster Bay 2"
14,12/07/2026,11:40,W21AB,"GYME W21B",-,-,"EEAG W21A",PUBLISHED,"Gymea Bay 2"
14,12/07/2026,08:00,W21AB,"MENA W21B",-,-,"NCAR W21B-2",PUBLISHED,"Buckle 2"
14,12/07/2026,-,W21AB,BYE,-,-,"KIRR W21B",PUBLISHED,-
14,12/07/2026,10:00,W21AB,"NCAR W21B-1",-,-,"MART W21A",PUBLISHED,"North Caringbah Oval"
1,29/03/2026,10:00,W21C,"ECRU W21C",0,5,"COMO W21C",PLAYED,"Preston Park"
1,29/03/2026,08:20,W21C,"KIRR W21C",0,1,"GPOI W21C",PLAYED,"Kareela 4"
1,29/03/2026,09:40,W21C,"MIRA W21C-2",4,1,"LOFT W21C",PLAYED,"Solander 1"
1,29/03/2026,11:40,W21C,"CSEA W21C",4,1,"MIRA W21C-1",PLAYED,"Box Road 3"
1,29/03/2026,08:20,W21C,"GEOR W21C",5,2,"NCAR W21C",PLAYED,"Oyster Bay 1"
2,12/04/2026,08:20,W21C,"COMO W21C",2,4,"GEOR W21C",PLAYED,"Jannali 1"
2,12/04/2026,09:40,W21C,"MIRA W21C-1",1,0,"ECRU W21C",PLAYED,"Solander 1"
2,12/04/2026,08:00,W21C,"LOFT W21C",2,0,"CSEA W21C",PLAYED,"Loftus Oval 1"
2,12/04/2026,08:10,W21C,"GPOI W21C",3,3,"MIRA W21C-2",PLAYED,"Grays Point Oval 2"
2,12/04/2026,08:10,W21C,"NCAR W21C",0,3,"KIRR W21C",PLAYED,"North Caringbah Oval"
3,19/04/2026,11:40,W21C,"ECRU W21C",1,3,"LOFT W21C",PLAYED,"Preston Park"
3,19/04/2026,08:20,W21C,"COMO W21C",2,0,"MIRA W21C-1",PLAYED,"Jannali 1"
3,19/04/2026,08:00,W21C,"MIRA W21C-2",8,0,"NCAR W21C",PLAYED,"Seymour Shaw 2"
3,19/04/2026,11:40,W21C,"CSEA W21C",0,7,"GPOI W21C",PLAYED,"Tonkin Oval"
3,19/04/2026,08:20,W21C,"GEOR W21C",1,1,"KIRR W21C",PLAYED,"Oyster Bay 2"
4,26/04/2026,08:00,W21C,"MIRA W21C-1",0,2,"GEOR W21C",PLAYED,"Seymour Shaw 2"
4,26/04/2026,08:00,W21C,"LOFT W21C",2,2,"COMO W21C",PLAYED,"Loftus Oval 1"
4,26/04/2026,11:30,W21C,"GPOI W21C",1,0,"ECRU W21C",PLAYED,"Grays Point Oval 2"
4,26/04/2026,08:20,W21C,"NCAR W21C",0,3,"CSEA W21C","<span class='text-red-600'>FORFEITED</span>","Tonkin Oval"
4,26/04/2026,10:00,W21C,"KIRR W21C",3,0,"MIRA W21C-2",PLAYED,"Kareela 4"
5,03/05/2026,10:00,W21C,"ECRU W21C",2,1,"NCAR W21C",PLAYED,"Preston Park"
5,03/05/2026,08:20,W21C,"COMO W21C",3,4,"GPOI W21C",PLAYED,"Jannali 1"
5,03/05/2026,08:00,W21C,"MIRA W21C-1",0,2,"LOFT W21C",PLAYED,"Seymour Shaw 2"
5,03/05/2026,08:20,W21C,"CSEA W21C",3,2,"KIRR W21C",PLAYED,"Tonkin Oval"
5,03/05/2026,08:20,W21C,"GEOR W21C",2,0,"MIRA W21C-2",PLAYED,"Oyster Bay 1"
6,10/05/2026,08:00,W21C,"LOFT W21C",1,3,"GEOR W21C",PLAYED,"Loftus Oval 1"
6,10/05/2026,08:20,W21C,"GPOI W21C",13,1,"MIRA W21C-1",PLAYED,"Grays Point Oval 2"
6,10/05/2026,09:50,W21C,"NCAR W21C",1,4,"COMO W21C",PLAYED,"North Caringbah Oval"
6,10/05/2026,08:20,W21C,"KIRR W21C",0,3,"ECRU W21C",PLAYED,"Kareela 3"
6,10/05/2026,08:00,W21C,"MIRA W21C-2",3,1,"CSEA W21C",PLAYED,"Seymour Shaw 2"
7,17/05/2026,10:00,W21C,"ECRU W21C",0,2,"MIRA W21C-2",PLAYED,"Preston Park"
7,17/05/2026,08:20,W21C,"COMO W21C",4,2,"KIRR W21C",PLAYED,"Jannali 2"
7,17/05/2026,09:40,W21C,"MIRA W21C-1",3,0,"NCAR W21C",PLAYED,"Seymour Shaw Stadium"
7,17/05/2026,09:40,W21C,"LOFT W21C",2,3,"GPOI W21C",PLAYED,"Loftus Oval 1"
7,17/05/2026,10:00,W21C,"GEOR W21C",2,0,"CSEA W21C",PLAYED,"Oyster Bay 2"
8,24/05/2026,10:00,W21C,"GPOI W21C",1,1,"GEOR W21C",PLAYED,"Grays Point Oval 2"
8,24/05/2026,08:10,W21C,"NCAR W21C",1,3,"LOFT W21C",PLAYED,"Ridge 3"
8,24/05/2026,08:20,W21C,"KIRR W21C",3,0,"MIRA W21C-1",PLAYED,"Kareela 4"
8,24/05/2026,09:40,W21C,"MIRA W21C-2",3,2,"COMO W21C",PLAYED,"Seymour Shaw 2"
8,24/05/2026,11:40,W21C,"CSEA W21C",2,1,"ECRU W21C",PLAYED,"Ridge 1"
9,21/06/2026,10:00,W21C,"ECRU W21C",-,-,"GEOR W21C",PUBLISHED,"Preston Park"
9,21/06/2026,08:20,W21C,"COMO W21C",-,-,"CSEA W21C",PUBLISHED,"Jannali 2"
9,21/06/2026,08:00,W21C,"MIRA W21C-1",-,-,"MIRA W21C-2",PUBLISHED,"Seymour Shaw 2"
9,21/06/2026,09:40,W21C,"LOFT W21C",-,-,"KIRR W21C",PUBLISHED,"Loftus Oval 1"
9,21/06/2026,08:20,W21C,"GPOI W21C",-,-,"NCAR W21C",PUBLISHED,"Grays Point Oval 2"
10,07/06/2026,08:20,W21C,"COMO W21C",4,0,"ECRU W21C",PLAYED,"Jannali 1"
10,07/06/2026,08:20,W21C,"GPOI W21C",0,2,"KIRR W21C",PLAYED,"Grays Point Oval 2"
10,07/06/2026,09:40,W21C,"LOFT W21C",2,7,"MIRA W21C-2",PLAYED,"Loftus Oval 1"
10,07/06/2026,13:00,W21C,"MIRA W21C-1",2,3,"CSEA W21C",PLAYED,"Seymour Shaw 2"
10,07/06/2026,10:00,W21C,"NCAR W21C",0,6,"GEOR W21C",PLAYED,"Tonkin Oval"
11,14/06/2026,08:00,W21C,"GEOR W21C",1,2,"COMO W21C",PLAYED,"Oyster Bay 1"
11,14/06/2026,08:00,W21C,"ECRU W21C",3,0,"MIRA W21C-1",PLAYED,"Preston Park"
11,14/06/2026,08:00,W21C,"CSEA W21C",1,2,"LOFT W21C",PLAYED,"5 Sports Caringbah"
11,14/06/2026,09:40,W21C,"MIRA W21C-2",2,6,"GPOI W21C",PLAYED,"Solander 1"
11,14/06/2026,08:00,W21C,"KIRR W21C",4,0,"NCAR W21C",PLAYED,"Kareela 4"
12,28/06/2026,09:40,W21C,"LOFT W21C",-,-,"ECRU W21C",PUBLISHED,"Loftus Oval 1"
12,28/06/2026,09:40,W21C,"MIRA W21C-1",-,-,"COMO W21C",PUBLISHED,"Solander 1"
12,28/06/2026,08:10,W21C,"NCAR W21C",-,-,"MIRA W21C-2",PUBLISHED,"North Caringbah Oval"
12,28/06/2026,08:20,W21C,"GPOI W21C",-,-,"CSEA W21C",PUBLISHED,"Grays Point Oval 2"
12,28/06/2026,08:20,W21C,"KIRR W21C",-,-,"GEOR W21C",PUBLISHED,"Kareela 3"
13,05/07/2026,10:00,W21C,"GEOR W21C",-,-,"MIRA W21C-1",PUBLISHED,"Kareela 2"
13,05/07/2026,08:20,W21C,"COMO W21C",-,-,"LOFT W21C",PUBLISHED,"Jannali 2"
13,05/07/2026,10:00,W21C,"ECRU W21C",-,-,"GPOI W21C",PUBLISHED,"Preston Park"
13,05/07/2026,08:20,W21C,"CSEA W21C",-,-,"NCAR W21C",PUBLISHED,"5 Sports Caringbah"
13,05/07/2026,09:40,W21C,"MIRA W21C-2",-,-,"KIRR W21C",PUBLISHED,"Solander 1"
14,12/07/2026,10:00,W21C,"NCAR W21C",-,-,"ECRU W21C",PUBLISHED,"Tonkin Oval"
14,12/07/2026,10:00,W21C,"GPOI W21C",-,-,"COMO W21C",PUBLISHED,"Grays Point Oval 2"
14,12/07/2026,08:00,W21C,"LOFT W21C",-,-,"MIRA W21C-1",PUBLISHED,"Loftus Oval 1"
14,12/07/2026,08:20,W21C,"KIRR W21C",-,-,"CSEA W21C",PUBLISHED,"Kareela 4"
14,12/07/2026,09:40,W21C,"MIRA W21C-2",-,-,"GEOR W21C",PUBLISHED,"Solander 1"
1,29/03/2026,09:40,O45B,"BBAY O45B",5,0,"BOSC O45B",PLAYED,"Lakewood 1"
1,29/03/2026,09:50,O45B,"GPOI O45B",0,1,"MART O45B",PLAYED,"Grays Point Oval 1"
1,29/03/2026,08:00,O45B,"LIPI O45B",3,2,"COMO O45B",PLAYED,"Lilli Pilli Oval"
1,29/03/2026,-,O45B,"MIRA O45B-2",0,-,BYE,PLAYED,-
1,29/03/2026,13:20,O45B,"GEOR O45B",1,4,"MIRA O45B-1",PLAYED,"Oyster Bay 1"
2,12/04/2026,11:40,O45B,"BOSC O45B",0,6,"GEOR O45B",PLAYED,"Woronora Heights 1"
2,12/04/2026,-,O45B,BYE,-,0,"BBAY O45B",PLAYED,-
2,12/04/2026,10:00,O45B,"COMO O45B",1,0,"MIRA O45B-2",PLAYED,"Jannali 1"
2,12/04/2026,10:00,O45B,"MART O45B",0,2,"LIPI O45B",PLAYED,"Kingswood Road 1"
2,10/04/2026,19:00,O45B,"MIRA O45B-1",5,0,"GPOI O45B",PLAYED,"Seymour Shaw 2"
3,19/04/2026,10:00,O45B,"BBAY O45B",4,1,"COMO O45B",PLAYED,"Ridge 10"
3,19/04/2026,-,O45B,"BOSC O45B",0,-,BYE,PLAYED,-
3,19/04/2026,14:40,O45B,"LIPI O45B",0,3,"MIRA O45B-1",PLAYED,"Greenhills 1"
